[2025-10-06 10:46:40,272] 97 werkzeug - WARNING -  * Debugger is active!
[2025-10-06 10:46:40,302] 97 werkzeug - INFO -  * Debugger PIN: 117-622-827
[2025-10-06 10:46:40,388] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_runpy.py', reloading
[2025-10-06 10:46:40,389] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_runpy.py', reloading
[2025-10-06 10:46:40,398] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\importlib_metadata\\__init__.py', reloading
[2025-10-06 10:46:40,399] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\importlib_metadata\\__init__.py', reloading
[2025-10-06 10:46:40,418] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\pydev_console_utils.py', reloading
[2025-10-06 10:46:40,418] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\pydev_console_utils.py', reloading
[2025-10-06 10:46:40,431] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\importlib_metadata\\_meta.py', reloading
[2025-10-06 10:46:40,431] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\importlib_metadata\\_meta.py', reloading
[2025-10-06 10:46:40,444] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\iniconfig\\__init__.py', reloading
[2025-10-06 10:46:40,445] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\iniconfig\\__init__.py', reloading
[2025-10-06 10:46:40,446] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_calltip_util.py', reloading
[2025-10-06 10:46:40,446] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_calltip_util.py', reloading
[2025-10-06 10:46:40,453] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\iniconfig\\exceptions.py', reloading
[2025-10-06 10:46:40,454] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\iniconfig\\exceptions.py', reloading
[2025-10-06 10:46:40,471] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_imports_tipper.py', reloading
[2025-10-06 10:46:40,472] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_imports_tipper.py', reloading
[2025-10-06 10:46:40,475] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\iniconfig\\_parse.py', reloading
[2025-10-06 10:46:40,476] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\iniconfig\\_parse.py', reloading
[2025-10-06 10:46:40,484] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\ipykernel\\__init__.py', reloading
[2025-10-06 10:46:40,485] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\ipykernel\\__init__.py', reloading
[2025-10-06 10:46:40,497] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_tipper_common.py', reloading
[2025-10-06 10:46:40,498] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydev_bundle\\_pydev_tipper_common.py', reloading
[2025-10-06 10:46:40,506] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\ipykernel\\connect.py', reloading
[2025-10-06 10:46:40,506] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\ipykernel\\connect.py', reloading
[2025-10-06 10:46:40,518] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\jupyter_client\\__init__.py', reloading
[2025-10-06 10:46:40,519] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\jupyter_client\\__init__.py', reloading
[2025-10-06 10:46:40,527] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_vars.py', reloading
[2025-10-06 10:46:40,527] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_vars.py', reloading
[2025-10-06 10:46:40,550] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\jupyter_client\\connect.py', reloading
[2025-10-06 10:46:40,551] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\jupyter_client\\connect.py', reloading
[2025-10-06 10:46:40,555] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_xml.py', reloading
[2025-10-06 10:46:40,555] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_xml.py', reloading
[2025-10-06 10:46:40,573] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\jupyter_client\\launcher.py', reloading
[2025-10-06 10:46:40,574] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\jupyter_client\\launcher.py', reloading
[2025-10-06 10:46:40,580] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\ipywidgets\\__init__.py', reloading
[2025-10-06 10:46:40,580] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\ipywidgets\\__init__.py', reloading
[2025-10-06 10:46:40,583] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_resolver.py', reloading
[2025-10-06 10:46:40,584] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_resolver.py', reloading
[2025-10-06 10:46:40,586] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\itsdangerous\\__init__.py', reloading
[2025-10-06 10:46:40,586] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\__init__.py', reloading
[2025-10-06 10:46:40,589] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\itsdangerous\\encoding.py', reloading
[2025-10-06 10:46:40,590] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\encoding.py', reloading
[2025-10-06 10:46:40,594] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\exc.py', reloading
[2025-10-06 10:46:40,595] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\itsdangerous\\exc.py', reloading
[2025-10-06 10:46:40,610] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_safe_repr.py', reloading
[2025-10-06 10:46:40,611] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_safe_repr.py', reloading
[2025-10-06 10:46:40,623] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\serializer.py', reloading
[2025-10-06 10:46:40,623] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\itsdangerous\\serializer.py', reloading
[2025-10-06 10:46:40,635] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_extension_api.py', reloading
[2025-10-06 10:46:40,635] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_extension_api.py', reloading
[2025-10-06 10:46:40,654] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\itsdangerous\\signer.py', reloading
[2025-10-06 10:46:40,654] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\signer.py', reloading
[2025-10-06 10:46:40,658] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_thread_lifecycle.py', reloading
[2025-10-06 10:46:40,660] 97 werkzeug - INFO -  * Detected change in 'D:\\Project\\Fake-News-Detector\\venv\\Lib\\site-packages\\debugpy\\_vendored\\pydevd\\_pydevd_bundle\\pydevd_thread_lifecycle.py', reloading
[2025-10-06 10:46:40,661] 97 werkzeug - INFO -  * Detected change in 'd:\\project\\fake-news-detector\\venv\\Lib\\site-packages\\itsdangerous\\timed.py', reloading
